""	"logFC"	"P.Value"	"adj.P.Val"
"PLXND1"	-0.132085263616331	0.331801983226597	0.431005533290621
"SNHG15"	0.176295537911326	0.331960461716748	0.431162730380099
"ZNF512"	-0.0893760148206555	0.332241209700496	0.431478682288762
"PURB"	-0.0858937992123634	0.332718813727829	0.432050189235427
"RPIA"	0.0937827823682742	0.333197258098672	0.432622658332312
"NUDC"	0.0863086232436343	0.333321248104825	0.432734827347821
"ZNF335"	-0.101669975819245	0.333628856379993	0.433085326875404
"RABL5"	0.0997032552254753	0.333830086641867	0.433297673075589
"LOC643650"	-0.38933950692596	0.334040965842797	0.433522493897694
"MTERFD1"	0.0874731195454554	0.334359771586964	0.433887316630327
"CDKN2D"	-0.137994734411795	0.334460753109209	0.433937528411146
"RAB11A"	-0.100004867874595	0.334473873884376	0.433937528411146
"RAF1"	-0.0890197866573459	0.334755119056896	0.434253456405075
"E2F5"	0.0906058863961103	0.334912138380196	0.434379979916771
"MCFD2"	-0.13586856269459	0.334928138133758	0.434379979916771
"DVL2"	0.0941520709417931	0.335118837229355	0.434578332132129
"ZMYM5"	-0.10335023745622	0.335930292105207	0.435578438794117
"UBXN11"	-0.20704478649664	0.335965748646744	0.435578438794117
"ALDH3A2"	0.191602593620511	0.336543603479833	0.436278478536765
"RNF146"	-0.094526660539124	0.336604170788801	0.436307850164242
"MPP3"	0.207259242552305	0.336670181402768	0.436344270018521
"HEATR3"	0.125586655117056	0.336915390229035	0.436608375937448
"NDUFAF4"	-0.10735957704697	0.336949830139579	0.436608375937448
"PEMT"	0.122502675925105	0.337252532100551	0.436907073031421
"RPS19"	0.0985896328856075	0.337279313285759	0.436907073031421
"NT5C3L"	0.135700576561731	0.33731383963342	0.436907073031421
"NBEAL2"	-0.110476895612269	0.337332196625007	0.436907073031421
"C20orf11"	0.0961943684483302	0.337405234747631	0.436913274143398
"DGAT1"	0.104670012716147	0.337412909947565	0.436913274143398
"B3GALNT2"	-0.119791993131338	0.337571040301377	0.437068860707453
"C16orf62"	0.0933019363036109	0.338126959553626	0.437739390045296
"PORCN"	0.184675389616816	0.338376097741187	0.438012025442366
"XRCC5"	0.0880647515465025	0.33841367019146	0.438012025442366
"HGS"	-0.103190362560663	0.338520505628949	0.438101034440974
"USP8"	-0.0934694181679205	0.338654728221572	0.438225462907812
"CHCHD1"	-0.105731374158421	0.3392967170345	0.43900684838112
"SBNO2"	-0.122651323779302	0.339408840923561	0.439102557350412
"ARHGAP42"	0.0988761537313252	0.339864349069821	0.439640961825968
"MIR22HG"	-0.117850467680905	0.339901405710962	0.439640961825968
"ECT2"	-0.0839526227150804	0.34002054745379	0.439745643403266
"NAA10"	0.0988947544034913	0.340211411656766	0.439943049073902
"ADAT2"	-0.213117956924395	0.340587620820491	0.440380061568703
"MED4"	0.0901608240816438	0.340639450049188	0.440389172607385
"TELO2"	0.183552248748676	0.340671196778482	0.440389172607385
"LOC387647"	0.170742153012229	0.340858556966435	0.440581888154392
"KDM3A"	0.211159643278865	0.340929616095483	0.440624250605605
"RPL24"	-0.0860825635050606	0.341649710222511	0.441505335161788
"RPRD2"	-0.0852343393587791	0.34174776202507	0.441582462461719
"FIBP"	-0.0954858828639713	0.342232733036895	0.442159466156446
"RBM45"	-0.107003492301365	0.342798300871486	0.442840458494773
"POM121C"	-0.0891932112768705	0.342892869210448	0.442887297153007
"ERGIC2"	0.105482258466286	0.342913996572542	0.442887297153007
"FDPS"	-0.322844128962136	0.342950003669094	0.442887297153007
"DNAJC3"	-0.110398539629416	0.34303258381717	0.442944239554787
"BARD1"	-0.114545964665955	0.343674032998398	0.443693776324988
"AKAP8"	-0.132281900343894	0.34369015691522	0.443693776324988
"LOC401321"	0.139688783527385	0.343735558495472	0.443702618071376
"GREB1L"	-0.149496942510595	0.343802184844053	0.443738852233958
"ZNF432"	0.0819266449579747	0.344058080660702	0.444019337331691
"JOSD2"	-0.132926779228185	0.344214616615287	0.444171546431812
"ARL13B"	-0.0948282226206256	0.344462861285244	0.444442048265906
"ISCA2"	-0.107909085838051	0.344553778501979	0.444509520993082
"CENPN"	-0.118150630882056	0.344634304759947	0.44456357470099
"LAS1L"	0.10266592107804	0.344988458849521	0.444970544984774
"SNTB1"	0.179725421342795	0.345822221240739	0.445995959688443
"TUBGCP6"	-0.144812596750164	0.346080922769172	0.44624921207017
"TLK2"	-0.0883156080616088	0.346096139276943	0.44624921207017
"FBXL13"	-0.10078493697416	0.346397981685643	0.446588369129614
"SPAG7"	0.0884697178988754	0.346563888597734	0.44675221705548
"PEX26"	0.14267874178956	0.347125484867599	0.447426050547788
"CSNK1G1"	-0.0896968372743192	0.347187346424084	0.447455674131554
"ZDBF2"	-0.0913500531557103	0.347538313295154	0.447857848809083
"ATG2B"	0.0961902618415005	0.34774258426137	0.448070913822673
"IL31RA"	0.189225814509866	0.34789768863477	0.448220586420863
"NUP50"	-0.119116152002193	0.347940141251846	0.448222944211561
"GOLIM4"	0.0963227767862698	0.347977409551681	0.448222944211561
"LOC286437"	-0.16092894441766	0.348357364045502	0.448662142211245
"SNX21"	-0.0911387689987047	0.348845224203698	0.449240202009663
"NDUFS2"	0.0864175807067511	0.348970926054868	0.449351799951385
"INCENP"	0.0990724299076433	0.349046333816283	0.449364312322374
"TSR2"	0.0841659952544047	0.349058732484319	0.449364312322374
"ABCF3"	-0.0929375246884501	0.349154710992544	0.449394793862726
"WDR55"	-0.114543423935126	0.349160504537362	0.449394793862726
"SDF2"	-0.10330837815375	0.349708642022063	0.450049956505862
"FAM120C"	-0.0845059250175346	0.350740964156504	0.451328013917397
"AP3M1"	-0.0991618358297996	0.351211112144174	0.451835907533494
"AVEN"	0.0818582672398707	0.351214182708718	0.451835907533494
"RANBP1"	0.0899119308534253	0.351267515172416	0.451854010519653
"WDR82"	0.0838288829270812	0.351710993304493	0.452323835411668
"MED31"	0.0902449239720351	0.351711356599098	0.452323835411668
"SLBP"	0.080128612619184	0.351914639135114	0.452530822598823
"SPPL2A"	0.094167247137996	0.351950942139375	0.452530822598823
"PSMC6"	-0.0804170745753758	0.352181119779543	0.452776196106207
"ZNF331"	-0.209017867489849	0.352228545109019	0.452786588368111
"ATAD5"	0.10159822868629	0.35261782738791	0.453206818319299
"SUPT6H"	-0.131618193888078	0.352634204366089	0.453206818319299
"FAM199X"	0.0967755981099039	0.353028542196931	0.453662962499384
"VDAC2"	-0.0904044109125781	0.353283559791123	0.453939989911358
"INTS4"	-0.0811865183867901	0.353417177147074	0.454060983677793
"OCLN"	-0.19874405947098	0.353474489578509	0.454083926839944
"SUMO2"	0.0853432187288057	0.353614347759257	0.454212893790322
"LIME1"	0.21114767008961	0.353823278334882	0.454430544621822
"DYRK2"	0.12720924439742	0.353906437035086	0.454486630644588
"GPBP1"	0.0827959598898698	0.354132416518409	0.454726094132586
"FANCD2"	0.114277830804005	0.354366781019265	0.454973443439316
"GRAMD3"	0.103369899272741	0.354404111602526	0.454973443439316
"DLEU2L"	0.218061724752305	0.354500810753085	0.45503678836009
"EZR"	-0.119986953584313	0.354532529431308	0.45503678836009
"SEPN1"	-0.0838498686325941	0.354621768588783	0.455100572556679
"PTPLB"	-0.161485927345165	0.354696939022917	0.455131612143766
"DRG1"	0.0805044401497055	0.354725046566129	0.455131612143766
"MLF2"	-0.0992411193676341	0.354889199849904	0.45524399717891
"RAP1GAP2"	0.0976394323824747	0.354891749299607	0.45524399717891
"FAM72D"	-0.1117128626319	0.354943654905345	0.455259837769488
"ZNF623"	0.116464319543619	0.355257775531331	0.455611961064195
"C19orf42"	-0.0845575982001439	0.35583468736502	0.456300993524681
"MICAL3"	-0.10979630150811	0.356010336238446	0.456475374305735
"FBXL3"	-0.0859911752832723	0.356171969812043	0.456631747863073
"KIAA0907"	0.0881578359808239	0.356449964881844	0.456937251706966
"RND3"	-0.088819158552802	0.356767892563432	0.457293871869087
"MAN1A2"	-0.118491244520079	0.356814646167146	0.457302868901747
"SH2B2"	-0.11574200127655	0.356875345987906	0.457329735772722
"ZFAND2B"	-0.124357100577909	0.356937221323532	0.457358102896073
"KANSL1L"	0.0862636004223316	0.357228093444395	0.457665107435239
"PSMB2"	0.0825111053422205	0.357256349395967	0.457665107435239
"HPRT1"	0.102484546245964	0.357449956763272	0.457862164984808
"LOC285074"	-0.0858569821916948	0.357616279401785	0.458024233211122
"PIEZO1"	0.0998516600427886	0.357709965861953	0.45809324547738
"ZBED6"	-0.19284518195546	0.357759961346667	0.458106296744414
"NRM"	0.0862515506246559	0.357849234156708	0.458144589846694
"CRTC1"	0.0816885852687346	0.357869481512015	0.458144589846694
"DNAJC2"	-0.104343179426238	0.358000765920847	0.458259129264718
"BUD31"	-0.0837151705300805	0.358038586354013	0.458259129264718
"ZNF585A"	-0.0922622607119297	0.358996962035643	0.459386754793534
"CRTC3"	-0.0842952230511447	0.358999432844995	0.459386754793534
"C19orf70"	-0.0951827892897841	0.359171712778267	0.459556113659263
"EFR3A"	-0.0834028370814046	0.35921724186317	0.459563276634418
"LOC494141"	-0.12081937254694	0.359448052591767	0.459807451070207
"SH2B1"	-0.0870478740833098	0.359752957182249	0.460143974382264
"PIM2"	-0.18529185149253	0.359819963946714	0.460143974382264
"PARP9"	-0.0883100428912402	0.359831068680196	0.460143974382264
"WAPAL"	0.0957502795625249	0.360286643663002	0.460675367394455
"NEK4"	0.0864056017841905	0.360527993468767	0.460932756813157
"DST"	-0.182637039716555	0.360607502931858	0.460983200182468
"WIPI2"	0.086881316909305	0.360915620448217	0.461325841374781
"SLC25A13"	-0.102438270890749	0.361254639452644	0.461707900661908
"SH3BGRL3"	0.123215041815358	0.361476073011193	0.461894258330201
"MED30"	0.119063784889025	0.361480718114529	0.461894258330201
"COX15"	0.0906534647836255	0.361579210700417	0.46196882059848
"FBXW9"	-0.11165885662896	0.362055677214657	0.462526228112275
"RBM28"	-0.159086091142715	0.362365280519114	0.462870367757434
"ZDHHC3"	-0.105071425892248	0.362657483407447	0.463192206917801
"SMARCD1"	0.10789411993535	0.363191669075369	0.463823004814516
"CBLL1"	-0.107161005071735	0.363816500200038	0.464548718296784
"TIGD2"	-0.108939845148661	0.36387775303002	0.464548718296784
"SLC35A1"	0.101882167767676	0.363881023151056	0.464548718296784
"MRPL40"	-0.0907841792158015	0.363970543205533	0.46461146647654
"PSD4"	0.08240190128713	0.364303849358115	0.464896297974183
"GCLM"	0.111510436268766	0.364314334661908	0.464896297974183
"FAM40A"	0.0912664586325693	0.364319547054146	0.464896297974183
"TRMU"	-0.0839796752296751	0.364355253082556	0.464896297974183
"UBE2M"	-0.0832670195032046	0.364426585240364	0.464935768709827
"FZR1"	0.0877006233863202	0.364958473930191	0.465562744010482
"EXOSC3"	-0.119336280498866	0.365312407523809	0.46596259538862
"TRIM6"	-0.111403710139666	0.366065810583586	0.466871832225896
"TRMT11"	-0.08894358019693	0.366287863421796	0.467103270927584
"NOL12"	-0.10042440049115	0.366508178577124	0.467332442637284
"GPN2"	0.0801673483202503	0.366970331538286	0.467869895388738
"BAX"	-0.115482873787016	0.367530973806624	0.468532784397479
"MRPL54"	-0.0790350744942394	0.367876239667233	0.468872496618819
"KLHDC2"	-0.0895803456474349	0.367893832177459	0.468872496618819
"ATP6V1B2"	0.0800058616811148	0.367919673035412	0.468872496618819
"C15orf38"	0.12681759300987	0.368109892172618	0.469062970440064
"ATXN7"	-0.0884563461438503	0.368234739419843	0.469140353785616
"CHCHD2"	0.111047064883637	0.368252146676449	0.469140353785616
"C21orf59"	0.0817729507871716	0.368514979406096	0.469423231652989
"PANX2"	0.183095631356214	0.3690338390398	0.470032144035973
"LOC100505687"	-0.222471168671089	0.369117358461892	0.47008649756976
"MTF2"	-0.10153596102504	0.369270049789681	0.470228922663137
"CCDC25"	-0.0814797683904205	0.369317238227765	0.470236983600327
"ZNF775"	-0.0786629115594102	0.369691361264648	0.470661269556951
"MMACHC"	-0.0821200982789145	0.369808251394005	0.470758009655303
"ZNHIT3"	-0.0883005237437766	0.370606542537086	0.471722041369092
"DDHD2"	0.117855390248459	0.370738201409874	0.471837438905921
"ZNF7"	0.0846939857479345	0.370808645264435	0.471839944430599
"STAG2"	-0.0848279449179765	0.370822165033866	0.471839944430599
"FAM86DP"	0.0851495791918948	0.370922400694672	0.471915311695222
"C2orf43"	-0.125616437248579	0.370974322427767	0.471929200488688
"WDR61"	-0.0777328930563099	0.371173340081516	0.472130191312795
"FEM1C"	0.0840761476592453	0.371428748275327	0.472402858205408
"AHCTF1"	-0.0837460403985002	0.371536329035493	0.472461477111334
"CHORDC1"	0.126214948087608	0.371556940597331	0.472461477111334
"VHL"	-0.0842423575367244	0.371804570591284	0.472724127588941
"WDR18"	-0.0907326513328099	0.371889418292398	0.47276393158546
"SHPRH"	-0.0892467941069754	0.371918032546247	0.47276393158546
"CD276"	0.099512466291487	0.372055095292688	0.472885929511159
"ACO1"	0.0833534656393349	0.372678712478383	0.473626248002839
"DDOST"	0.0862215258463817	0.372811414102726	0.47374258197066
"ZNF260"	0.0850732432932206	0.373107442507146	0.474066411549431
"TESK2"	0.154284395905621	0.373270543284824	0.474161270672843
"RGS14"	0.170911408129724	0.373300643697955	0.474161270672843
"C14orf43"	-0.0947101106247041	0.373305697590289	0.474161270672843
"LIN7C"	-0.0883323776657807	0.373426308960194	0.474262126442604
"ZFYVE21"	-0.0906176079211001	0.374112378439561	0.475081028738928
"RBM15B"	-0.101078189418279	0.374158412248977	0.475087066038556
"ZNF702P"	-0.194450571842916	0.374511824827396	0.47548335266834
"JARID2"	-0.0800230956139103	0.374584381138241	0.475523013734835
"PSMD3"	0.079826510398334	0.375203149768748	0.476255988826351
"ING5"	0.13669577391156	0.375249432154114	0.476262209380426
"TUBA1B"	0.103042243734349	0.375444205301737	0.476456870527919
"PARP12"	0.11485118888096	0.375514478994408	0.476493510335903
"IL8"	0.295555339986185	0.376053996007654	0.477125503257865
"MAN2A2"	-0.140814741601615	0.376178187249876	0.477230462638759
"C9orf82"	-0.0850850184362111	0.3762345246	0.477249326972489
"GATAD2A"	-0.0929827896299598	0.376482532666408	0.477511292534459
"HCCS"	0.0768523623063251	0.376546384581277	0.477539651806713
"N6AMT2"	-0.12736077737684	0.376765790579546	0.477765258239311
"KIAA0430"	-0.116532660457699	0.376834419740171	0.47779964049682
"RAB27A"	-0.1118500741806	0.37692160373627	0.477857538819203
"ARHGEF3"	0.118534137579004	0.376996895444693	0.477900349121375
"CYB5RL"	0.201005409506525	0.37724109583334	0.478157243606377
"BAIAP2L1"	0.145988654293908	0.377534190812188	0.478476049119862
"CRTAM"	0.298051862684092	0.377700544321709	0.478634173595965
"DNAJC16"	-0.0869359376138101	0.378364139581978	0.479422314482989
"STARD3NL"	-0.0759822464105708	0.378892914269461	0.480039470533601
"DET1"	0.0870659473626452	0.378967879640517	0.480081598985439
"SLC9A3R1"	-0.14798051333594	0.379469102052357	0.480663646876577
"UNC13D"	0.0788515818003308	0.37962360102691	0.480769938878217
"STX10"	-0.0821157684477392	0.37963656308326	0.480769938878217
"TOMM70A"	0.0816315390822941	0.379792189251103	0.480911396436526
"MKRN2"	0.0823894952515998	0.37983183539908	0.480911396436526
"MSMO1"	0.587725715493077	0.380006528511627	0.481079654233892
"RNF19B"	0.0752102431908996	0.380305472989849	0.481367416827374
"TXN2"	-0.0798080092512894	0.380317483813651	0.481367416827374
"PRRG1"	0.0982280784693446	0.380431262271423	0.481380639518951
"C6orf162"	-0.14086724104755	0.380449913573412	0.481380639518951
"LBR"	0.0807148732996774	0.380453410119418	0.481380639518951
"ADARB1"	-0.0965596009496204	0.380721719172889	0.481667172250278
"C16orf45"	0.141035776749705	0.380937335516898	0.481886985542314
"DTX3L"	0.100235247933336	0.381196109345886	0.482161338879195
"ZNF564"	-0.110812819883849	0.38168973400874	0.48273265370402
"FGD5-AS1"	0.13469173907271	0.381896018587904	0.482875723437716
"CCBL1"	0.12628170368353	0.381913204886717	0.482875723437716
"OXTR"	0.15061810956842	0.381928726253673	0.482875723437716
"EPB41L1"	-0.0840977228894788	0.383028206867682	0.48421261344905
"LOC100507032"	0.192204536742547	0.3836845381437	0.484989055408659
"SLC25A46"	0.0751627237172148	0.383738564982498	0.485004079110869
"TIPRL"	0.081266431837034	0.384092517568793	0.485398131623942
"WDR73"	-0.14172870379083	0.384137025412358	0.485401078773696
"CCHCR1"	-0.12485294479722	0.384314249626108	0.485563094764183
"PPP5C"	-0.081258825968872	0.384349621452924	0.485563094764183
"MRPL45"	0.0886361527198041	0.384626004505893	0.485858927215269
"TIMM50"	0.0945398649951299	0.384826523903562	0.486058874408044
"AUH"	0.160034700268346	0.385150592339628	0.486414810406757
"UHRF1"	0.099595682300655	0.385413399926537	0.48669330916771
"TRUB1"	0.104246658969849	0.385490683413459	0.486737495930389
"AIG1"	-0.093821724995256	0.385535624405149	0.486740840421113
"PFKM"	0.115210836386614	0.385670943950209	0.48685827508204
"ZBTB25"	-0.0901531720549151	0.385974990276955	0.4871361948856
"LRR1"	-0.0788706649363862	0.385975754727759	0.4871361948856
"BRMS1"	0.0847361799669191	0.386298784495681	0.487490428811491
"PDIA3P"	0.079833247967096	0.386714237264896	0.487961205644302
"RPL39"	0.123533546511696	0.38704091736017	0.488271316809074
"PDCD10"	-0.102734963938497	0.387044853875157	0.488271316809074
"KIAA0895"	0.0948583149256748	0.387167682567489	0.488356795668184
"TYW5"	0.0810779336568612	0.387238880665417	0.488356795668184
"HSPBP1"	0.0792107843200727	0.387239909398545	0.488356795668184
"YY1AP1"	-0.0749136003445257	0.387375742993715	0.488474572818524
"EIF2B5"	-0.0857740924222217	0.38748600864368	0.488560086928146
"CHID1"	0.0850257287179632	0.387769408746287	0.488806609461703
"HIF1A"	0.197185546090214	0.387792740968497	0.488806609461703
"FAM82A2"	0.0940268008975194	0.38780894525978	0.488806609461703
"UBIAD1"	-0.11929412510186	0.388115854913359	0.489139878909095
"ZNF415"	0.0794605129616661	0.38855599381712	0.489587424058499
"C16orf58"	0.0750965367986538	0.388556045820691	0.489587424058499
"C11orf73"	0.08274514702613	0.388752819388842	0.489752879227946
"EMP1"	0.173019764048557	0.388772465429361	0.489752879227946
"ARMC9"	0.1531070454011	0.388839636493217	0.489783887096468
"ZNF791"	0.0883922687229801	0.389092111661579	0.490048272391455
"LYSMD3"	-0.09574042282902	0.389269145510365	0.490217594450026
"PFKFB4"	0.412493966741895	0.389833015775517	0.490873980148843
"ABHD14A"	-0.0804051907783156	0.390465268684144	0.491616319580551
"SSFA2"	0.102086766982036	0.390568223405479	0.491692155236672
"ADNP"	-0.0765891798754401	0.390710031610177	0.491816882183258
"STK40"	0.111429824279225	0.391204927109249	0.49238599148079
"COX17"	-0.142072220998571	0.391368817702629	0.492538406007606
"ZNF2"	0.0774230672770551	0.391976915672576	0.493249761915119
"C10orf54"	0.158611781489225	0.392071633916963	0.493315014185015
"ARMC5"	0.135262110035405	0.392202580655735	0.49339978316166
"GLIPR1"	-0.146074731254289	0.392224747253978	0.49339978316166
"TAF15"	-0.137337997704899	0.392426915556687	0.493600149851575
"INO80D"	-0.104347399233266	0.393180548591499	0.49449403712595
"CDC42EP4"	-0.160101658098224	0.393303171146099	0.494594208557741
"TPR"	0.105919721312881	0.393459391306629	0.49473660379635
"PLK1S1"	-0.0942694342301107	0.393602496555591	0.494862479010083
"FAM69A"	-0.0892235032041704	0.393743096085319	0.49498016453706
"FAM200B"	0.163629825033555	0.393782117169286	0.49498016453706
"FAM178A"	-0.106825706405974	0.393984811056984	0.49518086605382
"PPP1R14B"	0.0943736046514001	0.394129043450268	0.49530805427704
"HES6"	-0.111649705333591	0.394229954393406	0.495380777935769
"TRAF3"	-0.0886148310304042	0.394741496737621	0.495969419863895
"AMIGO1"	0.0992615983406746	0.394797710873404	0.495981221543945
"ABCA5"	0.113649236505125	0.394837079831925	0.495981221543945
"LOC100505738"	0.22475069272911	0.395199768418483	0.4963826404811
"ACTR5"	0.0762225411859951	0.395488509896768	0.496691102182661
"STXBP3"	-0.102844593932379	0.395904416563076	0.497153023911012
"DRP2"	0.0901552798836147	0.395974240290084	0.497153023911012
"MRPL47"	-0.0857122660514102	0.395985904091775	0.497153023911012
"NDUFB6"	0.0743590502086358	0.396264312826514	0.497448295846461
"DERL2"	-0.0812961917547961	0.396343691793781	0.497493679665681
"PPT1"	0.109275800521935	0.396428283815717	0.497528057159857
"ENGASE"	-0.0987910583043399	0.39645753864046	0.497528057159857
"CLOCK"	0.092412662828095	0.397019187871108	0.498178568819078
"ZNF684"	-0.0809104118715105	0.397120626558344	0.498251530694427
"PATZ1"	0.0747350226937096	0.397225401615967	0.498278489250336
"BCL3"	0.247137610272275	0.397228702656341	0.498278489250336
"OIP5-AS1"	-0.270334559310829	0.39727647916013	0.498284110576932
"RPL41"	0.227151481029136	0.397496013586571	0.498505134615652
"EHHADH"	-0.0760372136920249	0.397667512773388	0.498665875409558
"FOSB"	-0.461212070157796	0.397966393642018	0.498986297464428
"TAOK2"	0.104646483573626	0.398129853403238	0.499136871766652
"LTV1"	0.0913572304288994	0.398719078499675	0.499821138705235
"BTRC"	-0.0799139820155208	0.39897297380111	0.500084943963949
"SELRC1"	0.108572528031654	0.399402282229685	0.500568536010176
"MTA3"	0.117287395943985	0.399998632054932	0.501261351951242
"AURKB"	-0.0795752680694051	0.400251974236556	0.501524221174581
"ST7L"	-0.104203874950465	0.400343791043599	0.50157142565672
"ZNF414"	0.0914294319208948	0.400376808368085	0.50157142565672
"C12orf76"	-0.138127276437256	0.400435935428365	0.501590899090667
"CAMK2N2"	0.0843816962496104	0.400724654275068	0.501897926439412
"ARHGDIA"	-0.0720207418032697	0.401064084182022	0.502268394434265
"WHSC1L1"	-0.0793916535051107	0.40171653726363	0.503006683255854
"SRSF5"	-0.073010623853774	0.401741022894066	0.503006683255854
"GAMT"	-0.086565577080675	0.401934795028963	0.503194556291563
"H1FX"	0.142939719552998	0.402064116335932	0.50330170925715
"HS3ST1"	-0.0802610725614703	0.402287787980372	0.503526933318771
"LATS1"	-0.0847913222353842	0.402410581479637	0.50362585713888
"POP4"	0.0783256311483509	0.402504267236424	0.503642770870427
"RNF135"	0.105246473237065	0.402511617557232	0.503642770870427
"KIF23"	0.0986404003318917	0.40270417185511	0.503828928566199
"CGN"	-0.242636990796898	0.402886512280221	0.503984053437097
"C10orf47"	0.107467876497551	0.402915742086604	0.503984053437097
"EIF4ENIF1"	0.0722797358068359	0.40313330299584	0.50420138928267
"CTGF"	-0.0884415906262559	0.403304576854372	0.504360792678144
"PDXDC1"	0.0822665475391195	0.403418288230014	0.504419555765576
"VPS37B"	-0.0825044100135148	0.403439222419161	0.504419555765576
"COG5"	-0.0849259251021905	0.403515006808652	0.504459506122178
"REPIN1"	0.134502291370985	0.403738846693898	0.504662620527984
"SEH1L"	-0.0733013853240037	0.403811815894669	0.504662620527984
"MESP1"	-0.166685838015855	0.403828898829777	0.504662620527984
"TTC9C"	-0.0916547239008603	0.403852874712202	0.504662620527984
"EXOC7"	-0.0947393430043988	0.404038044483288	0.504839198128125
"TRMT61A"	-0.132833083927649	0.4042718110603	0.50507645174696
"LOC285033"	0.14306573096127	0.404352239276467	0.505122101577429
"VASN"	0.154097573685215	0.404450221354264	0.505189667632539
"ZNF180"	0.0785122878936964	0.404594447998592	0.505314975802039
"KIAA1671"	0.13841050575312	0.404792054137568	0.505506917433732
"MCU"	0.0994943023619204	0.404855506979623	0.505531304093358
"BRI3BP"	0.15289544573272	0.405082184995906	0.505759477882175
"GFM1"	0.118922770061116	0.405332517506148	0.506017132441507
"ANKRD33B"	0.0743858224862857	0.405763456947881	0.506500176357176
"CACYBP"	0.0711406716708112	0.406031902463576	0.506780302077138
"CST7"	-0.10436579650802	0.406675071285696	0.507515686499087
"NDUFB9"	-0.10016363342039	0.406709286348169	0.507515686499087
"ZNF230"	0.12295345204892	0.407102177622156	0.507932256803198
"COPS5"	-0.0737430184506103	0.407131381441437	0.507932256803198
"STX8"	0.0861999226134094	0.407647290655559	0.508520774783744
"RAB21"	0.0946056568146245	0.407745708597018	0.508588420964894
"AGAP3"	0.0800185679997218	0.407864483536024	0.508681441375824
"TSC22D3"	-0.396117119578566	0.407961416526823	0.508706365173723
"NT5DC2"	0.0757954828742191	0.407972869107087	0.508706365173723
"SDF4"	0.0725681852124609	0.408083182826128	0.508773583104668
"SCYL3"	-0.12118878778422	0.408149303988037	0.508773583104668
"UBE2L6"	0.160664672612951	0.408159396368529	0.508773583104668
"MOSPD3"	-0.157654972735529	0.408651565297257	0.509331910873526
"ZNF787"	0.135394471551625	0.408980064035525	0.509686145856509
"ZNF431"	0.102578626665605	0.409976139405271	0.51087217284704
"PDCD11"	-0.164154381461627	0.41006761335822	0.510930839248647
"C16orf70"	-0.0768110917326554	0.410184869422693	0.511001283370684
"TMUB2"	0.0884663623193687	0.410212951347793	0.511001283370684
"LCAT"	0.137697462378115	0.410459212489965	0.511252713912013
"SETD9"	-0.147821608074409	0.410933010967611	0.511787471402038
"TMEM183A"	-0.0981659006400095	0.411014654122304	0.511833764801298
"EIF2B1"	-0.0860450174988294	0.411383612946187	0.511972642295684
"ARID4A"	0.105839570884714	0.411401121575239	0.511972642295684
"NFS1"	0.0924203064409053	0.411401191975371	0.511972642295684
"ACAT2"	0.151818053142278	0.411444220125047	0.511972642295684
"C10orf32"	0.0947833876022051	0.411467488397306	0.511972642295684
"IP6K1"	-0.0769288562239119	0.411487052478757	0.511972642295684
"DCAF7"	0.110757492220896	0.411490396015475	0.511972642295684
"FIGN"	0.145207913592801	0.411514903963078	0.511972642295684
"RPL23AP53"	-0.132357496554285	0.411526536960411	0.511972642295684
"PCIF1"	-0.0833795672809003	0.411832056622813	0.512297356211841
"YBEY"	-0.0761250287049453	0.412024827630487	0.512481761720444
"JTB"	-0.197024473643163	0.41231459020405	0.512786753691205
"PARN"	0.0796035886909197	0.412701136247828	0.513212034259995
"NSUN5"	0.0901124784789999	0.412945112993712	0.513459950890734
"SFN"	-0.164661833981615	0.413003064712726	0.513476533626312
"BIRC6"	0.0777988115455663	0.413262953522921	0.513744149070566
"ZBTB42"	0.0897320480993351	0.413554229413075	0.513997345758705
"CEP95"	0.0734362313102439	0.413555949407039	0.513997345758705
"PGAM4"	-0.12753322882287	0.41381994040988	0.514269916226899
"PPRC1"	-0.149132347681375	0.413904267152292	0.514319176274641
"BLCAP"	-0.136123072992906	0.414302007742783	0.514757833003529
"ZNF418"	-0.0902914789748408	0.41488790354826	0.515430147013917
"RPS15"	0.105633356228685	0.41527519570597	0.515855610078793
"SNX3"	-0.0849611174529654	0.415332865408436	0.515871567881037
"THOC6"	0.0870060750181985	0.415568239474638	0.516108219284948
"HLA-F"	0.154645283843445	0.415709886712797	0.516228429669571
"TRAF3IP2-AS1"	-0.11580163570306	0.416048365297984	0.516593012861635
"IPO5"	0.0817377373212906	0.416285679021762	0.516831918000157
"TLN1"	0.0756681284061411	0.416542256609709	0.517071981462476
"TGOLN2"	0.078672898920086	0.41656889496221	0.517071981462476
"PCID2"	0.0768521524397947	0.416756726256327	0.517249343522492
"RIN2"	-0.0732109082141328	0.417327955766505	0.517902463113727
"COMMD7"	-0.0703038170188561	0.417415386733972	0.517955114385044
"CRISPLD2"	-0.0735238531820057	0.417651667585197	0.518192436636269
"CENPA"	-0.0720621361687748	0.417869385795602	0.518379335757233
"ZNF444"	-0.0813080190323854	0.417892386580555	0.518379335757233
"KRAS"	0.0860634809676037	0.418115677988581	0.518596426091499
"C19orf24"	-0.0982975438300402	0.41821475094723	0.518596426091499
"CCDC88C"	-0.083845677787985	0.418310133701761	0.518596426091499
"TAGLN2"	-0.0845559944905503	0.418320656228512	0.518596426091499
"AKT1S1"	-0.0708784494735024	0.418330429915164	0.518596426091499
